site_screen,site_name,screen_type,physical_size_wxh,physical_size_diagonal,orientation,ad_type,product_type,description,width,height,default_sec_slot,default_max_slots,active,is_exclusive
"AYTR - TriNoma, Main Building, GF (Digital Signage / Landscape)",TriNoma,LED,null x null inches,52 inches,Landscape,Digital Signage,Full Screen Ad,,0,0,10,40,1,1
