serial_number,site_id,site_building,site_building_level_id,site_point_id,screen_type,orientation,product_application,physical_size_width,physical_size_diagonal,physical_serial_number,dimension,width,height,kiosk_id,name,slots,active,is_default,is_exlcusive
SS-00001,1,1,1,0,LED,Landscape,Directory,NULL,NULL,NULL,NULL,NULL,NULL,lXhU4GLsSfoeVQD0,Trinoma,0,1,1,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
